id,transdate,description,amount,category,accountname
5241,8-Jun-12,,-6,Alcohol & Bars,CAD CREDIT CARD
5242,8-Jun-12,,-12.6,Laundry,CAD CREDIT CARD
5243,8-Jun-12,,-14.88,Groceries,CAD CREDIT CARD
5244,8-Jun-12,,-24.73,Fast Food,CAD CREDIT CARD
5245,9-Jun-12,,113.28,Travel,CAD CHECKING
5246,9-Jun-12,,-2.81,Fast Food,CAD CREDIT CARD
5247,10-Jun-12,,-17.3,Coffee Shops,CAD CREDIT CARD
5248,10-Jun-12,,-12,Alcohol & Bars,CAD CREDIT CARD
5249,10-Jun-12,,-2.4,Transportation,CAD CREDIT CARD
5250,10-Jun-12,,-1.6,Transportation,CAD CREDIT CARD
5251,10-Jun-12,,-11.59,Fast Food,CAD CREDIT CARD
5252,10-Jun-12,,-5.02,Groceries,CAD CREDIT CARD
5253,11-Jun-12,,-35.2,Alcohol & Bars,CAD CHECKING
5254,11-Jun-12,,-29.03,Alcohol & Bars,CAD CREDIT CARD
5255,11-Jun-12,,-25.62,Groceries,CAD CREDIT CARD
5256,11-Jun-12,,-4.2,Fast Food,CAD CREDIT CARD
5257,11-Jun-12,,-6.68,Groceries,CAD CREDIT CARD
5258,11-Jun-12,,-31.39,Health & Fitness,CAD CREDIT CARD
5259,12-Jun-12,,-3.23,Fast Food,CAD CREDIT CARD
5260,12-Jun-12,,-6,Groceries,CAD CREDIT CARD
5261,12-Jun-12,,-26.81,Furnishings,CAD CREDIT CARD
5262,13-Jun-12,,-2.4,Transportation,CAD CREDIT CARD
5263,13-Jun-12,,-54.4,Health & Fitness,CAD CREDIT CARD
5264,13-Jun-12,,-9.59,Coffee Shops,CAD CREDIT CARD
5265,13-Jun-12,,-11.11,Fast Food,CAD CREDIT CARD
5266,14-Jun-12,,-1.18,Fast Food,CAD CREDIT CARD
5267,14-Jun-12,,2062.04,Paycheck,CAD CHECKING
5268,14-Jun-12,,-3,Fast Food,CAD CREDIT CARD
5269,15-Jun-12,,-7.08,Coffee Shops,CAD CHECKING
5270,15-Jun-12,,-4.42,Groceries,CAD CREDIT CARD
5271,16-Jun-12,,-18.49,Groceries,CAD CREDIT CARD
5272,17-Jun-12,,-2.2,Transportation,CAD CREDIT CARD
5273,17-Jun-12,,-2.6,Transportation,CAD CREDIT CARD
5274,17-Jun-12,,-7,Transportation,CAD CREDIT CARD
5275,17-Jun-12,,-19,Alcohol & Bars,CAD CREDIT CARD
5276,18-Jun-12,,-9.22,Fast Food,CAD CREDIT CARD
5277,18-Jun-12,,-1128,Transfer,CAD CHECKING
5278,18-Jun-12,,-3.6,Transportation,CAD CREDIT CARD
5279,18-Jun-12,,-4.44,Coffee Shops,CAD CHECKING
5280,18-Jun-12,,-66.03,Groceries,CAD CREDIT CARD
5281,19-Jun-12,,-8,Groceries,CAD CREDIT CARD
5282,19-Jun-12,,-19.81,Groceries,CAD CREDIT CARD
5283,19-Jun-12,,-24.24,Groceries,CAD CREDIT CARD
5284,19-Jun-12,,-399.72,Clothing,CAD CREDIT CARD
5285,19-Jun-12,,-12.27,Coffee Shops,CAD CREDIT CARD
5286,19-Jun-12,,-37.33,Alcohol & Bars,CAD CREDIT CARD
5287,20-Jun-12,,752,Transfer,CAD SAVINGS
5288,20-Jun-12,,-5.42,Groceries,CAD CREDIT CARD
5289,20-Jun-12,,-11.1,Alcohol & Bars,CAD CREDIT CARD
5290,20-Jun-12,,-3.1,Fast Food,CAD CHECKING
5291,20-Jun-12,,-6.38,Groceries,CAD CHECKING
5292,20-Jun-12,,-11.9,Restaurants,CAD CHECKING
5293,21-Jun-12,,-2.79,Fast Food,CAD CREDIT CARD
5294,21-Jun-12,,-15.53,Groceries,CAD CREDIT CARD
5295,22-Jun-12,,-111.7,Clothing,CAD CREDIT CARD
5296,22-Jun-12,,-8.72,Coffee Shops,CAD CREDIT CARD
5297,24-Jun-12,,-4.31,Coffee Shops,CAD CHECKING
5298,24-Jun-12,,-22.17,Groceries,CAD CREDIT CARD
5299,24-Jun-12,,-29.97,Restaurants,CAD CREDIT CARD
5300,25-Jun-12,,-2.59,Fast Food,CAD CREDIT CARD
5301,25-Jun-12,,-75.7,Entertainment,CAD CREDIT CARD
5302,26-Jun-12,,-15.8,Fast Food,CAD CREDIT CARD
5303,26-Jun-12,,-4.62,Fast Food,CAD CREDIT CARD
5304,27-Jun-12,,-20.39,Bank Fee,CAD CREDIT CARD
5305,27-Jun-12,,-1.4,Transportation,CAD CREDIT CARD
5306,27-Jun-12,,-13.39,Groceries,CAD CREDIT CARD
5307,27-Jun-12,,-16.89,Groceries,CAD CREDIT CARD
5308,27-Jun-12,,-618,Reimbursable Expense,CAD CREDIT CARD
5309,28-Jun-12,,421.17,Transfer,US CHECKING 2
5310,28-Jun-12,,-6.07,Fast Food,CAD CREDIT CARD
5311,28-Jun-12,,-16.78,Restaurants,CAD CREDIT CARD
5312,28-Jun-12,,-2.4,Transportation,CAD CREDIT CARD
5313,28-Jun-12,,-10.92,Coffee Shops,CAD CHECKING
5314,28-Jun-12,,-2.1,Misc Expenses,CAD CHECKING
5315,28-Jun-12,,-1370.18,Paycheck,CAD CHECKING
5316,29-Jun-12,,-26.09,Utilities,CAD CHECKING
5317,30-Jun-12,,-15.41,Clothing,CAD CHECKING
5318,30-Jun-12,,-4.11,Fast Food,CAD CREDIT CARD
5319,30-Jun-12,,3.9,Interest Income,CAD SAVINGS
5320,30-Jun-12,,-118.3,Utilities,CAD CHECKING
5321,1-Jul-12,,2024.88,Paycheck,CAD CHECKING
5322,1-Jul-12,,-2.86,Fast Food,CAD CREDIT CARD
5323,1-Jul-12,,-92.85,Utilities,CAD CHECKING
5324,1-Jul-12,,-4.2,Groceries,CAD CREDIT CARD
5325,1-Jul-12,,-4.02,Entertainment,CAD CREDIT CARD
5326,1-Jul-12,,-15.63,Groceries,CAD CREDIT CARD
5327,2-Jul-12,,-4992.03,Credit Card Payment,CAD CHECKING
5328,2-Jul-12,,-8.03,Home Insurance,CAD CHECKING
5329,3-Jul-12,,-6.17,Groceries,CAD CREDIT CARD
5330,3-Jul-12,,-8.31,Fast Food,CAD CREDIT CARD
5331,3-Jul-12,,-5.72,Fast Food,CAD CREDIT CARD
5332,3-Jul-12,,-38.14,Groceries,CAD CREDIT CARD
5333,3-Jul-12,,4449.41,Credit Card Payment,CAD CREDIT CARD
5334,4-Jul-12,,-2.05,Fast Food,CAD CREDIT CARD
5335,4-Jul-12,,-1.8,Transportation,CAD CREDIT CARD
5336,4-Jul-12,,-1.6,Transportation,CAD CREDIT CARD
5337,4-Jul-12,,-2,Entertainment,CAD CREDIT CARD
5338,4-Jul-12,,-18.8,Alcohol & Bars,CAD CREDIT CARD
5339,5-Jul-12,,-2.9,Transportation,CAD CREDIT CARD
5340,5-Jul-12,,-10.11,Groceries,CAD CREDIT CARD
5341,5-Jul-12,,-10.9,Coffee Shops,CAD CREDIT CARD
5342,5-Jul-12,,-1175,Mortgage & Rent,CAD CHECKING
5343,6-Jul-12,,-10.68,Groceries,CAD CREDIT CARD
5344,6-Jul-12,,-49,Charity,CAD CREDIT CARD
5345,6-Jul-12,,-4.4,Fast Food,CAD CREDIT CARD
5346,6-Jul-12,,-21.65,Personal Care,CAD CREDIT CARD
5347,7-Jul-12,,-8.81,Groceries,CAD CREDIT CARD
5348,9-Jul-12,,-4.82,Groceries,CAD CREDIT CARD
5349,9-Jul-12,,-6,Groceries,CAD CREDIT CARD
5350,9-Jul-12,,-33.58,Restaurants,CAD CREDIT CARD
5351,9-Jul-12,,-4.59,Fast Food,CAD CREDIT CARD
5352,9-Jul-12,,910,Travel,CAD CHECKING
5353,9-Jul-12,,-3,Fast Food,CAD CREDIT CARD
5354,9-Jul-12,,-6.77,Rental Car & Taxi,CAD CREDIT CARD
5355,9-Jul-12,,-141.22,Clothing,CAD CREDIT CARD
5356,10-Jul-12,,689,Travel,CAD CHECKING
5357,10-Jul-12,,351,Travel,CAD CHECKING
5358,10-Jul-12,,-1.12,Fast Food,CAD CREDIT CARD
5359,10-Jul-12,,-11.77,Restaurants,CAD CREDIT CARD
5360,10-Jul-12,,-9.16,Coffee Shops,CAD CREDIT CARD
5361,10-Jul-12,,-32.26,Laundry,CAD CREDIT CARD
5362,10-Jul-12,,-10.59,Groceries,CAD CREDIT CARD
5363,10-Jul-12,,-6.27,Coffee Shops,CAD CREDIT CARD
5364,10-Jul-12,,-508.08,Credit Card Payment,CAD CHECKING
5365,11-Jul-12,,-1.98,Fast Food,CAD CREDIT CARD
5366,11-Jul-12,,-21,Restaurants,CAD CREDIT CARD
5367,11-Jul-12,,975,Travel,CAD CHECKING
5368,11-Jul-12,,364,Travel,CAD CHECKING
5369,11-Jul-12,,-550.87,Travel,CAD CHECKING
5370,11-Jul-12,,-11.21,Travel,CAD CREDIT CARD
5371,12-Jul-12,,-1.13,Groceries,CAD CREDIT CARD
5372,12-Jul-12,,-12,Alcohol & Bars,CAD CREDIT CARD
5373,13-Jul-12,,-2.22,Fast Food,CAD CREDIT CARD
5374,13-Jul-12,,-4.6,Fast Food,CAD CREDIT CARD
5375,14-Jul-12,,-7.71,Fast Food,CAD CREDIT CARD
5376,14-Jul-12,,-15.9,Fast Food,CAD CREDIT CARD
5377,14-Jul-12,,-1.31,Fast Food,CAD CREDIT CARD
5378,15-Jul-12,,1411.84,Paycheck,CAD CHECKING
5379,15-Jul-12,,-19.36,Fast Food,CAD CREDIT CARD
5380,15-Jul-12,,-19.39,Groceries,CAD CREDIT CARD
5381,15-Jul-12,,-39.5,Groceries,CAD CREDIT CARD
5382,15-Jul-12,,-2378.1,Travel,CAD CREDIT CARD
5383,15-Jul-12,,-10.6,Transportation,CAD CREDIT CARD
5384,16-Jul-12,,272.76,Credit Card Payment,CAD CREDIT CARD
5385,16-Jul-12,,-8.25,Fast Food,CAD CREDIT CARD
5386,16-Jul-12,,-15.8,Groceries,CAD CREDIT CARD
5387,17-Jul-12,,-7,Transportation,CAD CREDIT CARD
5388,18-Jul-12,,-34,Restaurants,CAD CREDIT CARD
5389,18-Jul-12,,-9.88,Coffee Shops,CAD CREDIT CARD
5390,18-Jul-12,,-16.79,Groceries,CAD CREDIT CARD
5391,19-Jul-12,,-2.07,Fast Food,CAD CREDIT CARD
5392,19-Jul-12,,-38,Alcohol & Bars,CAD CREDIT CARD
5393,19-Jul-12,,-208.79,Utilities,CAD CHECKING
5394,19-Jul-12,,-9.72,Coffee Shops,CAD CREDIT CARD
5395,20-Jul-12,,-6.63,Laundry,CAD CREDIT CARD
5396,20-Jul-12,,-9.58,Restaurants,CAD CREDIT CARD
5397,21-Jul-12,,-1.32,Fast Food,CAD CREDIT CARD
5398,21-Jul-12,,-3.92,Groceries,CAD CREDIT CARD
5399,22-Jul-12,,-8,Entertainment,CAD CREDIT CARD
5400,22-Jul-12,,-77.9,Entertainment,CAD CREDIT CARD
5401,22-Jul-12,,-145.58,Entertainment,CAD CREDIT CARD
5402,24-Jul-12,,75,Travel,CAD CHECKING
5403,24-Jul-12,,-13.96,Groceries,CAD CREDIT CARD
5404,24-Jul-12,,-2.86,Fast Food,CAD CREDIT CARD
5405,24-Jul-12,,-5.19,Fast Food,CAD CHECKING
5406,24-Jul-12,,-176,Restaurants,CAD CREDIT CARD
5407,25-Jul-12,,-4.79,Groceries,CAD CREDIT CARD
5408,25-Jul-12,,-13.14,Groceries,CAD CREDIT CARD
5409,25-Jul-12,,-33.34,Groceries,CAD CREDIT CARD
5410,25-Jul-12,,93,Travel,CAD CHECKING
5411,25-Jul-12,,-3.17,Groceries,CAD CHECKING
5412,25-Jul-12,,-42,Groceries,CAD CHECKING
5413,26-Jul-12,,-2.62,Fast Food,CAD CHECKING
5414,26-Jul-12,,76,Transfer,CAD CHECKING
5415,27-Jul-12,,-13.3,Coffee Shops,CAD CHECKING
5416,27-Jul-12,,-35.28,Groceries,CAD CHECKING
5417,28-Jul-12,,-63,Alcohol & Bars,CAD CHECKING
5418,28-Jul-12,,-2.45,Fast Food,CAD CHECKING
5419,29-Jul-12,,286.22,Transfer,US CHECKING 2
5420,30-Jul-12,,6.23,Interest Income,CAD SAVINGS
5421,31-Jul-12,,-3.52,Fast Food,CAD CHECKING
5422,31-Jul-12,,102,Travel,CAD CREDIT CARD
5423,31-Jul-12,,1170.34,Paycheck,CAD CHECKING
5424,31-Jul-12,,-2.47,Fast Food,CAD CHECKING
5425,31-Jul-12,,-4.47,Personal Care,CAD CHECKING
5426,1-Aug-12,,-5.63,Fast Food,CAD CHECKING
5427,1-Aug-12,,-6.54,Home Insurance,CAD CHECKING
5428,1-Aug-12,,-4019.43,Credit Card Payment,CAD CHECKING
5429,2-Aug-12,,-1,Fast Food,CAD CHECKING
5430,2-Aug-12,,-11.13,Groceries,CAD CHECKING
5431,3-Aug-12,,-11.08,Rental Car & Taxi,CAD CREDIT CARD
5432,3-Aug-12,,-5.32,Groceries,CAD CHECKING
5433,4-Aug-12,,-9.05,Groceries,CAD CHECKING
5434,5-Aug-12,,-12.3,Groceries,CAD CHECKING
5435,5-Aug-12,,3472.78,Credit Card Payment,CAD CREDIT CARD
5436,6-Aug-12,,-3.9,Fast Food,CAD CHECKING
5437,6-Aug-12,,-4,Fast Food,CAD CHECKING
5438,8-Aug-12,,-13.27,Groceries,CAD CREDIT CARD
5439,9-Aug-12,,-12.5,Fast Food,CAD CREDIT CARD
5440,9-Aug-12,,-1595,Mortgage & Rent,CAD CHECKING
5441,9-Aug-12,,-7.3,Groceries,CAD CREDIT CARD
5442,9-Aug-12,,-16.77,Personal Care,CAD CREDIT CARD
5443,9-Aug-12,,-37.6,Hair,CAD CREDIT CARD
5444,10-Aug-12,,-3.1,Fast Food,CAD CREDIT CARD
5445,11-Aug-12,,-84,Entertainment,CAD CREDIT CARD
5446,11-Aug-12,,-15.53,Groceries,CAD CREDIT CARD
5447,12-Aug-12,,-5.4,Coffee Shops,CAD CREDIT CARD
5448,12-Aug-12,,-32.81,Alcohol & Bars,CAD CREDIT CARD
5449,12-Aug-12,,-3.75,Groceries,CAD CREDIT CARD
5450,12-Aug-12,,-15,Restaurants,CAD CREDIT CARD
5451,12-Aug-12,,-18.35,Groceries,CAD CREDIT CARD
5452,13-Aug-12,,80.01,Reimbursement,CAD CHECKING
5453,13-Aug-12,,-6.76,Groceries,CAD CREDIT CARD
5454,13-Aug-12,,-139,Utilities,CAD CHECKING
5455,14-Aug-12,,-3.93,Groceries,CAD CREDIT CARD
5456,14-Aug-12,,1075,Travel,CAD CHECKING
5457,14-Aug-12,,-4.32,Fast Food,CAD CREDIT CARD
5458,14-Aug-12,,-39.41,Utilities,CAD CHECKING
5459,14-Aug-12,,-49.84,Groceries,CAD CREDIT CARD
5460,14-Aug-12,,-7.3,Fast Food,CAD CHECKING
5461,14-Aug-12,,-14.65,Coffee Shops,CAD CREDIT CARD
5462,14-Aug-12,,-37.33,Alcohol & Bars,CAD CREDIT CARD
5463,14-Aug-12,,-45.34,Clothing,CAD CREDIT CARD
5464,15-Aug-12,,-1.81,Fast Food,CAD CREDIT CARD
5465,15-Aug-12,,-32.83,Groceries,CAD CREDIT CARD
5466,15-Aug-12,,-4.54,Groceries,CAD CREDIT CARD
5467,15-Aug-12,,-204.65,Clothing,CAD CREDIT CARD
5468,15-Aug-12,,-71.83,Alcohol & Bars,CAD CREDIT CARD
5469,16-Aug-12,,-26.9,Laundry,CAD CREDIT CARD
5470,16-Aug-12,,-20.1,Transportation,CAD CHECKING
5471,17-Aug-12,,1746.23,Paycheck,CAD CHECKING
5472,17-Aug-12,,124,Travel,CAD CHECKING
5473,17-Aug-12,,-3.5,Fast Food,CAD CREDIT CARD
5474,17-Aug-12,,-88.52,Utilities,CAD CHECKING
5475,17-Aug-12,,-31,Restaurants,CAD CREDIT CARD
5476,18-Aug-12,,-6,Transportation,CAD CHECKING
5477,18-Aug-12,,-3.41,Fast Food,CAD CREDIT CARD
5478,18-Aug-12,,-4.7,Rental Car & Taxi,CAD CREDIT CARD
5479,18-Aug-12,,-2.7,Fast Food,CAD CREDIT CARD
5480,19-Aug-12,,-1,Parking,CAD CREDIT CARD
5481,19-Aug-12,,-11.23,Transportation,CAD CREDIT CARD
5482,19-Aug-12,,-5.81,Laundry,CAD CREDIT CARD
5483,19-Aug-12,,-55,Entertainment,CAD CREDIT CARD
5484,19-Aug-12,,-73.5,Alcohol & Bars,CAD CREDIT CARD
5485,20-Aug-12,,-25.4,Transportation,CAD CREDIT CARD
5486,20-Aug-12,,-48.03,Electronics & Software,CAD CREDIT CARD
5487,20-Aug-12,,-6.65,Coffee Shops,CAD CREDIT CARD
5488,21-Aug-12,,-2.3,Groceries,CAD CREDIT CARD
5489,21-Aug-12,,-5.05,Fast Food,CAD CREDIT CARD
5490,21-Aug-12,,39.06,Reimbursement,CAD CHECKING
5491,22-Aug-12,,-9.86,Groceries,CAD CREDIT CARD
5492,22-Aug-12,,-19.97,Personal Care,CAD CREDIT CARD
5493,22-Aug-12,,-4.42,Fast Food,CAD CREDIT CARD
5494,22-Aug-12,,-2.2,Fast Food,CAD CREDIT CARD
5495,22-Aug-12,,-125.5,Entertainment,CAD CREDIT CARD
5496,23-Aug-12,,-11.38,Rental Car & Taxi,CAD CREDIT CARD
5497,23-Aug-12,,-74.96,Alcohol & Bars,CAD CREDIT CARD
5498,24-Aug-12,,-4.59,Fast Food,CAD CREDIT CARD
5499,24-Aug-12,,-10,Restaurants,CAD CREDIT CARD
5500,24-Aug-12,,-20.17,Groceries,CAD CREDIT CARD
5501,24-Aug-12,,-38,Personal Care,CAD CHECKING
5502,25-Aug-12,,-11.6,Rental Car & Taxi,CAD CREDIT CARD
5503,25-Aug-12,,-4232,Travel,CAD CHECKING
5504,25-Aug-12,,465,Travel,CAD CHECKING
5505,25-Aug-12,,-3.48,Groceries,CAD CREDIT CARD
5506,25-Aug-12,,-5.53,Fast Food,CAD CREDIT CARD
5507,26-Aug-12,,78.72,Paycheck,CAD CHECKING
5508,26-Aug-12,,-16.2,Groceries,CAD CREDIT CARD
5509,26-Aug-12,,-13.6,Coffee Shops,CAD CREDIT CARD
5510,26-Aug-12,,-6.9,Entertainment,CAD CREDIT CARD
5511,27-Aug-12,,-1.89,Groceries,CAD CREDIT CARD
5512,27-Aug-12,,-18.16,Laundry,CAD CREDIT CARD
5513,27-Aug-12,,-26.4,Rental Car & Taxi,CAD CREDIT CARD
5514,27-Aug-12,,-9,Restaurants,CAD CREDIT CARD
5515,27-Aug-12,,-94.82,Entertainment,CAD CREDIT CARD
5516,28-Aug-12,,-2.4,Fast Food,CAD CREDIT CARD
5517,28-Aug-12,,-2.67,Groceries,CAD CREDIT CARD
5518,28-Aug-12,,-6,Entertainment,CAD CREDIT CARD
5519,28-Aug-12,,-13.11,Fast Food,CAD CREDIT CARD
5520,28-Aug-12,,-11.1,Entertainment,CAD CREDIT CARD
5521,28-Aug-12,,-11,Entertainment,CAD CREDIT CARD
5522,28-Aug-12,,-192.14,Travel,CAD CREDIT CARD
5523,28-Aug-12,,-13.64,Alcohol & Bars,CAD CREDIT CARD
5524,28-Aug-12,,-15.25,Groceries,CAD CREDIT CARD
5525,29-Aug-12,,-22,Travel,CAD CREDIT CARD
5526,29-Aug-12,,-24,Restaurants,CAD CREDIT CARD
5527,29-Aug-12,,-9.86,Coffee Shops,CAD CREDIT CARD
5528,29-Aug-12,,1523.31,Paycheck,CAD CHECKING
5529,29-Aug-12,,-1.29,Fast Food,CAD CREDIT CARD
5530,29-Aug-12,,-17.5,Groceries,CAD CREDIT CARD
5531,30-Aug-12,,-22.1,Alcohol & Bars,CAD CREDIT CARD
5532,30-Aug-12,,-54,Restaurants,CAD CREDIT CARD
5533,30-Aug-12,,-4.92,Fast Food,CAD CREDIT CARD
5534,31-Aug-12,,-9.6,Alcohol & Bars,CAD CREDIT CARD
5535,31-Aug-12,,2448,Transfer,CAD SAVINGS
5536,31-Aug-12,,6.79,Interest Income,CAD SAVINGS
5537,31-Aug-12,,-3.63,Groceries,CAD CREDIT CARD
5538,1-Sep-12,,505.66,Transfer,US CHECKING 2
5539,1-Sep-12,,-1.59,Fast Food,CAD CREDIT CARD
5540,1-Sep-12,,1084.16,Paycheck,CAD CHECKING
5541,1-Sep-12,,-2142,Transfer,CAD CHECKING
5542,2-Sep-12,,-17,Restaurants,CAD CREDIT CARD
5543,2-Sep-12,,-50,Restaurants,CAD CREDIT CARD
5544,2-Sep-12,,-3.3,Groceries,CAD CREDIT CARD
5545,3-Sep-12,,-2.78,Fast Food,CAD CREDIT CARD
5546,3-Sep-12,,-7.88,Fast Food,CAD CREDIT CARD
5547,3-Sep-12,,-13.08,Home Insurance,CAD CHECKING
5548,3-Sep-12,,-1450,Mortgage & Rent,CAD CHECKING
5549,4-Sep-12,,-5,Fast Food,CAD CREDIT CARD
5550,4-Sep-12,,-17.35,Clothing,CAD CREDIT CARD
5551,5-Sep-12,,-11.35,Groceries,CAD CREDIT CARD
5552,5-Sep-12,,-16.19,Groceries,CAD CREDIT CARD
5553,5-Sep-12,,-17,Alcohol & Bars,CAD CREDIT CARD
5554,5-Sep-12,,-14,Entertainment,CAD CREDIT CARD
5555,5-Sep-12,,-9.33,Groceries,CAD CREDIT CARD
5556,6-Sep-12,,-3.15,Entertainment,CAD CREDIT CARD
5557,6-Sep-12,,-2.55,Entertainment,CAD CREDIT CARD
5558,6-Sep-12,,-2.09,Fast Food,CAD CREDIT CARD
5559,6-Sep-12,,4353.4,Paycheck,CAD CHECKING
5560,6-Sep-12,,-49.09,Alcohol & Bars,CAD CREDIT CARD
5561,7-Sep-12,,-11.63,Coffee Shops,CAD CREDIT CARD
5562,7-Sep-12,,-20.02,Home Insurance,CAD CREDIT CARD
5563,8-Sep-12,,-10.27,Groceries,CAD CREDIT CARD
5564,8-Sep-12,,-8.99,Groceries,CAD CREDIT CARD
5565,8-Sep-12,,-466.41,Clothing,CAD CREDIT CARD
5566,8-Sep-12,,80,Transfer,CAD CHECKING
5567,8-Sep-12,,-12.48,Groceries,CAD CREDIT CARD
5568,9-Sep-12,,-1.5,Transportation,CAD CREDIT CARD
5569,9-Sep-12,,-428,Entertainment,CAD CHECKING
5570,10-Sep-12,,-13.8,Clothing,CAD CREDIT CARD
5571,11-Sep-12,,-3.4,Fast Food,CAD CREDIT CARD
5572,11-Sep-12,,-5.44,Fast Food,CAD CREDIT CARD
5573,11-Sep-12,,-20,Alcohol & Bars,CAD CREDIT CARD
5574,11-Sep-12,,-40.03,Groceries,CAD CREDIT CARD
5575,11-Sep-12,,-44,Alcohol & Bars,CAD CHECKING
5576,11-Sep-12,,-4544.31,Paycheck,CAD CHECKING
5577,12-Sep-12,,-48.9,Clothing,CAD CREDIT CARD
5578,13-Sep-12,,-102,Entertainment,CAD CHECKING
5579,14-Sep-12,,-6.63,Fast Food,CAD CREDIT CARD
5580,14-Sep-12,,6950.59,Paycheck,CAD CHECKING
5581,17-Sep-12,,-2.91,Fast Food,CAD CREDIT CARD
5582,20-Sep-12,,-22.47,Travel,CAD CREDIT CARD
5583,21-Sep-12,,-89.98,Restaurants,CAD CREDIT CARD
5584,22-Sep-12,,-2.96,Fast Food,CAD CREDIT CARD
5585,22-Sep-12,,-8.39,Fast Food,CAD CREDIT CARD
5586,23-Sep-12,,-12.15,Travel,CAD CREDIT CARD
5587,23-Sep-12,,-4.5,Fast Food,CAD CREDIT CARD
5588,23-Sep-12,,-19.12,Travel,CAD CREDIT CARD
5589,24-Sep-12,,-13.48,Groceries,CAD CREDIT CARD
5590,24-Sep-12,,-13,Rental Car & Taxi,CAD CREDIT CARD
5591,25-Sep-12,,-3.68,Groceries,CAD CREDIT CARD
5592,25-Sep-12,,-9.07,Groceries,CAD CREDIT CARD
5593,25-Sep-12,,-29,Restaurants,CAD CREDIT CARD
5594,25-Sep-12,,-3.99,Fast Food,CAD CREDIT CARD
5595,25-Sep-12,,-14.79,Groceries,CAD CREDIT CARD
5596,26-Sep-12,,-13.6,Groceries,CAD CREDIT CARD
5597,26-Sep-12,,-86.1,Groceries,CAD CREDIT CARD
5598,26-Sep-12,,-2.83,Fast Food,CAD CREDIT CARD
5599,26-Sep-12,,-13.71,Bank Fee,CAD CREDIT CARD
5600,26-Sep-12,,-17.2,Laundry,CAD CREDIT CARD
5601,26-Sep-12,,-3.6,Fast Food,CAD CREDIT CARD
5602,26-Sep-12,,-6.76,Fast Food,CAD CREDIT CARD
5603,27-Sep-12,,-8.7,Alcohol & Bars,CAD CREDIT CARD
5604,27-Sep-12,,3377.97,Paycheck,CAD CHECKING
5605,27-Sep-12,,-2.41,Fast Food,CAD CREDIT CARD
5606,27-Sep-12,,-10.42,Coffee Shops,CAD CREDIT CARD
5607,28-Sep-12,,82.65,Transfer,US CHECKING 2
5608,28-Sep-12,,-14.85,Coffee Shops,CAD CREDIT CARD
5609,28-Sep-12,,-84,Charity,CAD CREDIT CARD
5610,28-Sep-12,,-7.32,Fast Food,CAD CREDIT CARD
5611,29-Sep-12,,-25.13,Alcohol & Bars,CAD CREDIT CARD
5612,29-Sep-12,,-28.94,Coffee Shops,CAD CREDIT CARD
5613,29-Sep-12,,-2.05,Fast Food,CAD CREDIT CARD
5614,29-Sep-12,,-8.29,Entertainment,CAD CREDIT CARD
5615,29-Sep-12,,-13.2,Entertainment,CAD CREDIT CARD
5616,29-Sep-12,,-32.39,Restaurants,CAD CREDIT CARD
5617,29-Sep-12,,-38.62,Restaurants,CAD CREDIT CARD
5618,30-Sep-12,,-9.09,Coffee Shops,CAD CREDIT CARD
5619,30-Sep-12,,-15.96,Coffee Shops,CAD CREDIT CARD
5620,1-Oct-12,,6.01,Interest Income,CAD SAVINGS
5621,1-Oct-12,,-3.42,Fast Food,CAD CREDIT CARD
5622,1-Oct-12,,-130,Transfer,CAD CHECKING
5623,2-Oct-12,,-20,Utilities,CAD CHECKING
5624,2-Oct-12,,-39,Utilities,CAD CHECKING
5625,2-Oct-12,,-255.26,Paycheck,CAD CHECKING
5626,2-Oct-12,,-2036.71,Credit Card Payment,CAD CHECKING
5627,2-Oct-12,,-11.43,Groceries,CAD CREDIT CARD
5628,2-Oct-12,,-2.44,Fast Food,CAD CREDIT CARD
5629,3-Oct-12,,-11.26,Home Insurance,CAD CHECKING
5630,3-Oct-12,,-11.8,Fast Food,CAD CREDIT CARD
5631,3-Oct-12,,-15.7,Groceries,CAD CREDIT CARD
5632,3-Oct-12,,-101,Utilities,CAD CHECKING
5633,3-Oct-12,,457.5,Clothing,CAD CREDIT CARD
5634,3-Oct-12,,-10.64,Coffee Shops,CAD CREDIT CARD
5635,4-Oct-12,,48,Transfer,CAD CHECKING
5636,4-Oct-12,,-5.6,Fast Food,CAD CREDIT CARD
5637,4-Oct-12,,-9.09,Coffee Shops,CAD CREDIT CARD
5638,5-Oct-12,,1726.03,Credit Card Payment,CAD CREDIT CARD
5639,5-Oct-12,,-1.2,Fast Food,CAD CREDIT CARD
5640,5-Oct-12,,-2.23,Groceries,CAD CREDIT CARD
5641,7-Oct-12,,-40,Charity,CAD CREDIT CARD
5642,7-Oct-12,,-1,Fast Food,CAD CREDIT CARD
5643,7-Oct-12,,-12.58,Fast Food,CAD CREDIT CARD
5644,7-Oct-12,,-25.73,Alcohol & Bars,CAD CREDIT CARD
5645,7-Oct-12,,-227.03,Entertainment,CAD CREDIT CARD
5646,7-Oct-12,,-616.49,Clothing,CAD CREDIT CARD
5647,8-Oct-12,,-1.3,Transportation,CAD CHECKING
5648,9-Oct-12,,-2,Fast Food,CAD CREDIT CARD
5649,9-Oct-12,,-11.59,Groceries,CAD CREDIT CARD
5650,9-Oct-12,,-2088,Mortgage & Rent,CAD CHECKING
5651,9-Oct-12,,-89.9,Groceries,CAD CHECKING
